Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2008-03-28 00:00:00-04:00,36.886146545410156,36.886146545410156,36.886146545410156,36.886146545410156,200,0.0,0.0,0.0
2008-03-31 00:00:00-04:00,36.81253268828957,36.81253268828957,36.31188201904297,36.31188201904297,400,0.0,0.0,0.0
2008-04-01 00:00:00-04:00,36.996583002914534,37.29108428955078,36.93032035385,37.29108428955078,600,0.0,0.0,0.0
2008-04-02 00:00:00-04:00,37.63712174739898,37.84327378065287,37.58558444122864,37.70338439941406,10700,0.0,0.0,0.0
2008-04-03 00:00:00-04:00,43.954146433960155,43.954146433960155,37.51195587479516,37.916893005371094,29100,0.0,0.0,0.0
2008-04-04 00:00:00-04:00,40.4569567550276,40.4569567550276,37.894805908203125,37.894805908203125,9900,0.0,0.0,0.0
2008-04-07 00:00:00-04:00,39.01392653711835,39.01392653711835,37.73284906008645,38.115699768066406,11300,0.0,0.0,0.0
2008-04-08 00:00:00-04:00,37.79174246850824,38.35129165649414,37.79174246850824,38.35129165649414,800,0.0,0.0,0.0
2008-04-09 00:00:00-04:00,37.78437376310791,37.78437376310791,37.570860453499805,37.637123107910156,4300,0.0,0.0,0.0
2008-04-10 00:00:00-04:00,37.91689907192861,37.91689907192861,37.4309738757769,37.637123107910156,6900,0.0,0.0,0.0
2008-04-11 00:00:00-04:00,37.416246522756,37.416246522756,37.0407600402832,37.0407600402832,600,0.0,0.0,0.0
2008-04-14 00:00:00-04:00,37.68866946151693,37.68866946151693,37.107033587176296,37.188018798828125,3900,0.0,0.0,0.0
2008-04-15 00:00:00-04:00,37.254269522291935,37.29108428955078,37.114382955854545,37.29108428955078,3100,0.0,0.0,0.0
2008-04-16 00:00:00-04:00,37.68865266827277,38.13776581044385,37.68865266827277,37.79909133911133,2900,0.0,0.0,0.0
2008-04-17 00:00:00-04:00,38.049430877989614,38.94765750035977,38.02734425893891,38.3071174621582,16400,0.0,0.0,0.0
2008-04-18 00:00:00-04:00,39.22741510793021,39.22741510793021,38.43226624392806,38.72676467895508,9700,0.0,0.0,0.0
2008-04-21 00:00:00-04:00,41.42146021199775,44.506352223956,38.63107239118024,38.90348434448242,59100,0.0,0.0,0.0
2008-04-22 00:00:00-04:00,38.55007553100586,38.80040080621652,38.380738257859335,38.55007553100586,3600,0.0,0.0,0.0
2008-04-23 00:00:00-04:00,38.726782941529095,38.90348433273083,38.41755901764272,38.64579772949219,21500,0.0,0.0,0.0
2008-04-24 00:00:00-04:00,38.28502451220946,38.75622436452657,38.28502451220946,38.6605110168457,7100,0.0,0.0,0.0
2008-04-25 00:00:00-04:00,38.9329244710389,38.9329244710389,38.70468582110561,38.81512451171875,1700,0.0,0.0,0.0
2008-04-28 00:00:00-04:00,39.38939657017457,39.38939657017457,38.99182067839954,39.131710052490234,16100,0.0,0.0,0.0
2008-04-29 00:00:00-04:00,39.02863775374417,39.02863775374417,38.50590057300902,38.68260192871094,13600,0.0,0.0,0.0
2008-04-30 00:00:00-04:00,38.82248316556975,39.63236028884817,38.81512189735855,39.2053337097168,9700,0.0,0.0,0.0
2008-05-01 00:00:00-04:00,38.7635942427472,39.161167422275945,38.704692848107044,39.08754348754883,6300,0.0,0.0,0.0
2008-05-02 00:00:00-04:00,39.38940676671047,39.55874406624886,39.25688143514597,39.33050537109375,15400,0.0,0.0,0.0
2008-05-05 00:00:00-04:00,39.39676100341049,39.44093704223633,39.315775811755394,39.44093704223633,4500,0.0,0.0,0.0
